"hap","population","a","b","c","d","p","odds","padj"
"C2b1a","Han_noNWC",11,4764,12158,NA,8.89281072933677e-07,Inf,1.60070593128062e-05
"T","Han_noNWC",11,4764,12158,NA,8.89281072933677e-07,Inf,1.60070593128062e-05
"E1b1b1","Han_noNWC",0,4775,12115,NA,1.14985737779665e-06,0,2.04648773756168e-05
"Q2b","ASAF",3,113,16816,NA,1.24685627983397e-06,441.164227847022,2.17035202995276e-05
"J2a1a","ASAF",3,113,16816,NA,1.24685627983397e-06,441.164227847022,2.17035202995276e-05
"C2","Han_NWCM",0,10903,6017,NA,1.46880332064032e-06,0,2.52889615205898e-05
"N1","ANEA",4,395,16533,NA,1.49055048046197e-06,166.957830716884,2.53874404414168e-05
"Q2a","ANWC",3,134,16795,NA,2.06035811600919e-06,372.74306217195,3.4719226125091e-05
"R1b2","ANWC",5,132,16774,NA,2.2541024665812e-06,28.8525856218164,3.75841927059434e-05
"O2a1b","ASEA",3,148,16781,NA,2.76269473897709e-06,337.658020198085,4.55844631931221e-05
"C2a1a1","Han_noNWC",25,4750,11999,NA,3.13706771715865e-06,0.397215990103577,5.12279924121578e-05
"C2a1a2","Han_noNWC",4,4771,12092,NA,3.30278950989848e-06,0.153611902675168,5.33838630987673e-05
"C2a1b","AEES",3,164,16765,NA,3.74176888108997e-06,304.766084205394,5.98683020974394e-05
"N1a3","Han_NWCM",49,10854,6026,NA,3.94996133444071e-06,6.80112895709601,6.25673875375409e-05
"K2b2a","Han_NWCM",0,10903,6018,NA,4.12988052318956e-06,0,6.47696113735868e-05
"O2a2b1","ASEA",17,134,12274,NA,4.52722623077662e-06,0.345409995014826,7.03051602897075e-05
"R1a","AESP",3,282,16648,NA,4.71872706026685e-06,Inf,7.25676083831329e-05
"N1b2a","Han_noNWC",0,4775,12120,NA,4.93700318027064e-06,0,7.51573450080048e-05
"Q1a1a","AEES",6,161,16727,NA,4.98202097590941e-06,15.9727033473309,7.51573450080048e-05
"C2a1a2","Han_NWCM",62,10841,6022,NA,7.31323945458351e-06,4.30455781061139,0.000109284634868493
"R1b1a1","Han_noNWC",11,4764,12061,NA,7.78870333769772e-06,0.287093606848543,0.000115301926045918
"O2a2a1","Han_noNWC",171,4604,11877,NA,7.89167556599592e-06,1.56981536165218,0.00011574457496794
"R1a1a1","Han_NWCM",264,10639,5811,NA,8.65713385381658e-06,0.658419685059484,0.000125806422242619
"No","AESP",4,281,16643,NA,9.26380577759043e-06,47.3102958021589,0.000133398803197302
"C2b1a1","Han_NWCM",279,10624,5937,NA,1.1007487246445e-05,1.67643912908855,0.000157079818003323
"C2b1a","Han_NWCM",0,10903,6019,NA,1.16108719410888e-05,0,0.000161330010128813
"O1b1a","Han_NWCM",0,10903,6019,NA,1.16108719410888e-05,0,0.000161330010128813
"T","Han_NWCM",0,10903,6019,NA,1.16108719410888e-05,0,0.000161330010128813
"O1b1a1","Han_noNWC",278,4497,11646,NA,1.18233852097785e-05,1.40611024169775,0.000162854279759036
"O2a2b","ANEA",3,396,16534,NA,1.29873844502854e-05,Inf,0.000177344973872863
"C","ASEA",3,148,16779,NA,1.36330400265951e-05,112.733908849496,0.000184570388052365
"N2","ANWC",3,134,16792,NA,1.7709202296269e-05,93.7155374383948,0.000237723529129577
"C2a1","AEES",3,164,16763,NA,1.84381631059865e-05,101.9475464018,0.000245428994620862
"J","Han_noNWC",3,4772,12104,NA,2.12715141370005e-05,0.140921838007929,0.000280783986608406
"N1b2a1","Han_noNWC",20,4755,12029,NA,2.18656588262197e-05,0.392242829427622,0.000286241351906876
"J","Han_NWCM",51,10852,6024,NA,2.22603594738122e-05,4.71760313963619,0.000289019749233759
"O1a3a1","Han_noNWC",0,4775,12124,NA,2.27801939562174e-05,0,0.000293364448997141
"O1b1a","Han_noNWC",10,4765,12157,NA,2.5848498729178e-05,25.5092359397561,0.000330193725701758
"O1b1a1","AESP",1,284,15859,NA,2.72554984097717e-05,0.0708005801639978,0.000345381675848628
"N2","AEES",3,164,16762,NA,3.20326710762809e-05,76.461492155693,0.000402696436387532
"K2b2a","AESP",4,281,16640,NA,3.49672535751709e-05,29.5751376903667,0.000436127005221029
"C2b1a2","AESP",0,285,16027,NA,4.09312793478532e-05,0,0.000506524581929683
"O2a2a1","ANEA",0,399,16082,NA,4.59179767911628e-05,0,0.000554137061889362
"Q1b2a1","AESP",3,282,16646,NA,4.6016113501254e-05,88.3251920190447,0.000554137061889362
"J1a","AESP",3,282,16646,NA,4.6016113501254e-05,88.3251920190447,0.000554137061889362
"J2b2","ASAF",2,114,16817,NA,4.65279224944982e-05,Inf,0.000554137061889362
"T1a3b","ASAF",2,114,16817,NA,4.65279224944982e-05,Inf,0.000554137061889362
"D1a2a1","ANEA",3,396,16533,NA,5.10381962342816e-05,125.067073532603,0.000603317185336582
"D1a1a1","ANEA",26,373,16100,NA,5.23548685743319e-05,2.58560725776741,0.000614297124605494
"Q2a1","ANWC",2,135,16796,NA,6.49856260807714e-05,Inf,0.000756891409646632
"C2a1a3","AEES",5,162,16727,NA,6.99229861163492e-05,13.2253023010982,0.000808452627797789
"R2a2","AESP",3,282,16645,NA,9.08843376966714e-05,58.8707236356273,0.00104319413704005
"No","Han_NWCM",0,10903,6021,NA,9.17445104889946e-05,0,0.0010454914001048
"N1b1","Han_noNWC",3,4772,12110,NA,0.000121236355354639,0.158614580053464,0.00137170276344106
"G2a2","Han_noNWC",7,4768,12158,NA,0.000141352694794566,Inf,0.00158796218833045
"E1b1b","AESP",3,282,16644,NA,0.000157065432255606,44.2021260754015,0.00175205383586535
"R1b2","Han_noNWC",0,4775,12131,NA,0.000165707209705754,0,0.0018355260152022
"C2","ANEA",4,395,16525,NA,0.00018341730001278,18.5811038430824,0.00201759030014058
"R1a1a1","ANEA",1,398,16052,NA,0.000193539880666567,0.0836997348441994,0.00211425635155753
"O2a2b2","AESP",0,285,16124,NA,0.000201357961171132,0,0.00216973476527261
"Q1a1a1","AESP",0,285,16124,NA,0.000201357961171132,0,0.00216973476527261
"O1b1a2","AESP",0,285,16119,NA,0.00020352480556308,0,0.00217826548656702
"N1b1b","Han_NWCM",25,10878,5994,NA,0.000233756669935703,0.382674665397586,0.00248503735018894
"J1a2a1","AESP",4,281,16633,NA,0.000249479627645578,15.7766030355675,0.0026345048679373
"N1a1a","Han_NWCM",0,10903,6022,NA,0.000257850521425811,0,0.00268707385485845
"R1","Han_NWCM",0,10903,6022,NA,0.000257850521425811,0,0.00268707385485845
"O1b1a1","ANEA",5,394,15749,NA,0.00026442950349402,0.254611060524129,0.00273762309499691
"O1a1a1","AEES",0,167,15915,NA,0.000273132399976758,0,0.00280936182833237
"H1a1","ASAF",2,114,16815,NA,0.000276667549358853,146.288466435202,0.00282736385925435
"Q1a1a2","AEES",2,165,16765,NA,0.000288185978603458,202.269947397815,0.00292619609043511
"O2a1a1","Han_noNWC",115,4660,11967,NA,0.000321911755107084,1.54615002019446,0.00324782305789567
"I2a1b1","AESP",3,282,16642,NA,0.000367631026864204,29.473824969686,0.0036856173832462
"O1a1a2","Han_NWCM",139,10764,5910,NA,0.000394232988055158,0.635976450011623,0.0039274531640212
"L1a2","Han_noNWC",0,4775,12134,NA,0.000450087105911401,0,0.00445586234852287
"J2a1a1","AESP",7,278,16572,NA,0.000495517118493516,5.48975163084434,0.00487514978691757
"O1a","ASEA",3,148,16767,NA,0.000514146912554025,22.6485541187366,0.0050272142560838
"R2","AESP",3,282,16641,NA,0.000518657817896131,25.2559149307934,0.0050402084880213
"C2b1","Han_noNWC",1,4774,12127,NA,0.000554237100064601,0.0819482034442763,0.00534011035316055
"J2a1a1","Han_noNWC",10,4765,12085,NA,0.000556261495120891,0.347469200591391,0.00534011035316055
"O2a2b1","Han_NWCM",3008,7895,4513,NA,0.000609615074841836,1.13344051704718,0.00581704987077992
"Q1b","Han_NWCM",1,10902,6021,NA,0.00062368811606413,0.0613720476854847,0.00591570045416516
"O1b1a1","AEES",0,167,15976,NA,0.000628233976117205,0,0.0059233489176765
"N1a2a1","Han_NWCM",153,10750,5981,NA,0.000637239633680863,1.73719075769549,0.00597270757248809
"O2a2a1","AESP",0,285,16196,NA,0.000667125839455685,0,0.00621604311586944
"D1a1a1","AESP",0,285,16188,NA,0.00067342906893952,0,0.0062380797964924
"O2a2b2","Han_NWCM",374,10529,5880,NA,0.00070266496242828,1.39239483332021,0.00647105407259532
"G2a2","Han_NWCM",0,10903,6023,NA,0.000724618616246601,0,0.00659652809272768
"E1b1b","Han_NWCM",0,10903,6023,NA,0.000724618616246601,0,0.00659652809272768
"J1a2a1","AEES",3,164,16750,NA,0.000812847509990161,19.1296082645991,0.00735743117613951
"L1a2","Han_NWCM",7,10896,6013,NA,0.00083743435689821,0.227258010924414,0.00749475727026296
"Q1a2a1","AESP",2,283,16647,NA,0.000837482346487717,117.791451018417,0.00749475727026296
"O2a1a","Han_noNWC",7,4768,12157,NA,0.000852091347942762,17.8472840235955,0.00758265559068165
"N","AEES",2,165,16763,NA,0.000948192653664259,67.6824159743865,0.00834409535224548
"J1a","AEES",2,165,16763,NA,0.000948192653664259,67.6824159743865,0.00834409535224548
"J2b","ASAF",2,114,16812,NA,0.000955375006960735,58.7915276184392,0.00836085088964533
"O2a2b1","Han_noNWC",1362,3413,8995,NA,0.00096635640838574,1.13484477046255,0.00841048654331326
"C2b1b2","Han_NWCM",25,10878,6028,NA,0.00109149049473564,6.9268733149602,0.0094476554298429
"O1a1a1","ANWC",0,137,15945,NA,0.00134616586251161,0,0.0115887322077086
"C2a1a1","Han_NWCM",139,10764,5985,NA,0.00143706774064662,1.71743313110451,0.0123044070334283
"N1a2a","ANEA",5,394,16503,NA,0.0014632296081103,6.75370393467735,0.0124610521464877
"I2a1b1","ASAF",2,114,16810,NA,0.00162315724781478,42.0338459233442,0.0137490966873722
"D1","ANEA",2,397,16533,NA,0.00163565802299702,83.19063674976,0.0137812888746132
"O2a1b1","ASEA",8,143,14490,NA,0.00170876736202537,0.353691985495712,0.0143210978912603
"O2","Han_noNWC",2,4773,12125,NA,0.00199972534851734,0.153966660577622,0.0165396031246422
"C2a1","Han_NWCM",0,10903,6024,NA,0.00203612538466239,0,0.0165396031246422
"J2a2a1","Han_NWCM",0,10903,6024,NA,0.00203612538466239,0,0.0165396031246422
"R1b2b2","Han_NWCM",0,10903,6024,NA,0.00203612538466239,0,0.0165396031246422
"C","Han_NWCM",0,10903,6024,NA,0.00203612538466239,0,0.0165396031246422
"H1a1a4","Han_NWCM",0,10903,6024,NA,0.00203612538466239,0,0.0165396031246422
"O2","Han_NWCM",31,10872,6026,NA,0.00217963433025945,4.29511130710832,0.017615003975158
"C2b1b1","AESP",0,285,16262,NA,0.00220207604865218,0,0.0177060327972845
"N1a1a","AEES",2,165,16760,NA,0.00260368619555703,33.8137406343944,0.0208294895644563
"R1a1a","AESP",2,283,16645,NA,0.00272986522721159,39.1601162267448,0.0217291784919757
"Q1b","ANWC",2,135,16788,NA,0.00280254503326778,31.0518203468541,0.0221573912804962
"N1a1a1","AEES",7,160,16583,NA,0.00281163866627508,3.963865976941,0.0221573912804962
"C2b1a2","AEES",0,167,16145,NA,0.00315398282601333,0,0.0247322217643818
"O1b1a1","ANWC",0,137,16006,NA,0.00323768600606596,0,0.0252635203626034
"O1a","Han_noNWC",0,4775,12140,NA,0.00333602842818333,0,0.0258539762626703
"C2b1a1","AESP",0,285,16276,NA,0.00334600071581276,0,0.0258539762626703
"C2b1b","Han_noNWC",0,4775,12139,NA,0.00339980844315383,0,0.0260159254780467
"J1a2a1","Han_noNWC",0,4775,12139,NA,0.00339980844315383,0,0.0260159254780467
"N1b1a2","ANEA",7,392,16457,NA,0.00365405791717091,3.81613964570461,0.0278270564461477
"O2a1a","Han_NWCM",1,10902,6023,NA,0.00399199527999213,0.0789293227493008,0.0302551221220456
"Q1a1a1","Han_noNWC",119,4656,11753,NA,0.00420794099149572,0.741736418742229,0.0317398977644248
"O1a1a1","ASAF",0,116,15966,NA,0.00450617840192929,0,0.0338283724580853
"C2a1a2","AEES",4,163,16700,NA,0.00504810059334306,6.20745726633043,0.0377178836785632
"J2b2a2","ANEA",2,397,16531,NA,0.00528355663968961,27.7513438021021,0.0391081949405062
"No1","ANEA",2,397,16531,NA,0.00528355663968961,27.7513438021021,0.0391081949405062
"N","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0413774935715484
"J1a","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0413774935715484
"No1","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0413774935715484
"R1a1a","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0413774935715484
"N1","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0413774935715484
"R1a1a1","ASAF",9,107,16343,NA,0.0059840616715294,2.89976218735842,0.0430852440350117
"C2b1b","Han_NWCM",6,10897,6017,NA,0.00634048183250058,0.254870302279148,0.0454449014600947
"O1a","ASAF",2,114,16801,NA,0.00662622509759623,18.4144522338117,0.0471792923003449
"F","ASEA",2,149,16770,NA,0.00670068900865956,18.7395380005046,0.0471792923003449
"H3b2a","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.0471792923003449
"J1a2b1","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.0471792923003449
"Q2a1a","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.0471792923003449
"T1a2a","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.0471792923003449
"C1b1a1","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.0471792923003449
"E1b1","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.0471792923003449
"H1a1a1","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.0471792923003449
"C2b1a2","ASEA",0,151,16161,NA,0.00721128846560768,0,0.0494488351927384
"R1","AESP",2,283,16642,NA,0.00739230392830523,19.5856093538468,0.050471592338084
"N1a2a","Han_NWCM",15,10888,6009,NA,0.00789495090020164,0.394229589835961,0.053672112557594
"L1a1b3","ANWC",1,136,16796,NA,0.00809071044705604,Inf,0.0545348312686671
"Q1b1b1","ANWC",1,136,16796,NA,0.00809071044705604,Inf,0.0545348312686671
"K2a","ASEA",1,150,16782,NA,0.0089174983759523,Inf,0.0598530399470697
"N1b2","ANWC",6,131,16580,NA,0.00941687072527594,3.51503523979105,0.0629380726955151
"C2b1b","ANEA",3,396,16518,NA,0.00950493200105616,7.81924565147898,0.0632597155028276
"R1b2b1","AEES",1,166,16766,NA,0.0098623988661194,Inf,0.0652836361646956
"N2","Han_NWCM",1,10902,6024,NA,0.00990516599515709,0.0920941689036967,0.0652836361646956
"O2a1b2","Han_NWCM",74,10829,6008,NA,0.00993267444172452,1.86610435981204,0.0652836361646956
"J1a2a1","ANWC",2,135,16779,NA,0.0101545615762601,14.6149422054569,0.0664662212264295
"C2b1a2","ANWC",0,137,16175,NA,0.0104383232353068,0,0.0680424033116292
"O2a2a2","Han_noNWC",35,4740,12108,NA,0.010695456676306,1.7879758792139,0.0694328007183145
"O2a1a1","AESP",0,285,16342,NA,0.0111373596879328,0,0.071756412434871
"O1b1a2","AEES",0,167,16237,NA,0.0111439882948095,0,0.071756412434871
"C2a1a3","Han_noNWC",5,4770,12119,NA,0.0112231686419855,0.325715720611648,0.0719736806838263
"C2","Han_noNWC",8,4767,12153,NA,0.0123086788865927,4.07863168236872,0.0786167232111404
"N1b1a1","ANEA",3,396,16516,NA,0.0126010446169488,6.94884222416596,0.0801608621415535
"O1a","AEES",2,165,16750,NA,0.0133366426101205,12.6814981116314,0.0845009675777236
"D1a2b1","ASAF",1,115,16816,NA,0.0136545291849289,145.104818733727,0.08582846916241
"G2a2a","ASAF",1,115,16816,NA,0.0136545291849289,145.104818733727,0.08582846916241
"Q1a1a1","ASEA",0,151,16258,NA,0.0158580731633798,0,0.0976570231870532
"O1b1a2","ASEA",0,151,16253,NA,0.0159907013871552,0,0.0976570231870532
"Q2a","Han_NWCM",0,10903,6026,NA,0.0160714586454625,0,0.0976570231870532
"J2a1a","Han_NWCM",0,10903,6026,NA,0.0160714586454625,0,0.0976570231870532
"R1b2b","ANWC",1,136,16795,NA,0.0161164352680313,123.017295421707,0.0976570231870532
"Q1","ANWC",1,136,16795,NA,0.0161164352680313,123.017295421707,0.0976570231870532
"R2a2b1","Han_noNWC",2,4773,12134,NA,0.0162566748607681,0.211856015374925,0.0976570231870532
"N1a2a1","ANEA",0,399,16332,NA,0.0164304438039693,0,0.0976570231870532
"C2b1b2","Han_noNWC",2,4773,12133,NA,0.0165003778614486,0.20336581097731,0.0976570231870532
"O1b1a1","Han_NWCM",477,10426,5717,NA,0.0165335841492709,0.835668673429704,0.0976570231870532
"I2a1a1","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"R1b2a","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"Q1b1a1","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"G2a1","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"G2a2b1","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"Q","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"T1","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"G2","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"J2a","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"J2a2","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"L1a2a","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0976570231870532
"N1a2b3","Han_NWCM",10,10893,6030,NA,0.0176703165881166,Inf,0.102152487137141
"Q1","AEES",1,166,16765,NA,0.0196281075472769,100.696091225348,0.112648269401763
"N2a","AEES",1,166,16765,NA,0.0196281075472769,100.696091225348,0.112648269401763
"R2a2b","ASAF",1,115,16815,NA,0.0204123151759836,72.9092549256136,0.116726018912484
"N1a2","Han_noNWC",1,4774,12140,NA,0.0219165633975416,0.141281818540131,0.124877109430597
"O1b2a1","Han_NWCM",83,10820,6002,NA,0.0220592694001164,1.64428418226249,0.125239723045822
"C1a1","Han_noNWC",3,4772,12158,NA,0.0224141589323519,Inf,0.12680009910302
"C2b1a2","ASAF",0,116,16196,NA,0.023190513172033,0,0.130561397662303
"O2a2b2","ANWC",0,137,16272,NA,0.0234636741306104,0,0.130561397662303
"Q1a1a1","ANWC",0,137,16272,NA,0.0234636741306104,0,0.130561397662303
"O2a1","ANEA",1,398,16534,NA,0.0235634559735428,Inf,0.130561397662303
"D1a2a2","ANEA",1,398,16534,NA,0.0235634559735428,Inf,0.130561397662303
"O1b1a2","ANWC",0,137,16267,NA,0.0235735856890269,0,0.130561397662303
