"hap","population","a","b","c","d","p","odds","padj"
"H1a1a","ASAF",6,110,16816,NA,6.31442242573769e-13,910.640597867729,2.33633629752294e-11
"O1a","ANEA",10,389,16526,NA,1.74537171957107e-12,53.0311126320709,6.26218216961256e-11
"N1b2","ANEA",26,373,16338,NA,1.70129862043515e-11,5.80897980605712,5.9245222546918e-10
"R1b2b","ANWC",6,131,16793,NA,2.06877597979107e-11,255.234146309658,6.9983736002075e-10
"E1b1b","ASAF",9,107,16776,NA,4.80314622895877e-11,34.3646316298053,1.57970142641311e-09
"N1a1a","Han_noNWC",38,4737,11899,NA,2.50415714194514e-10,0.368576897082204,8.01330285422446e-09
"O1a1a","ANEA",2,397,15412,NA,6.79534783013227e-10,0.0691865540121526,2.1172873239149e-08
"O2a2b","ANWC",11,126,11755,NA,7.21065588174689e-10,0.203577755506795,2.18908117025341e-08
"O2a1b","ANWC",0,137,14396,NA,1.39370040842517e-09,0,4.12535320893849e-08
"No","ASAF",5,111,16813,NA,1.70528766815015e-09,188.319854719531,4.8527090268581e-08
"N1b1","ANEA",12,387,16495,NA,1.72140016155439e-09,13.1063334949411,4.8527090268581e-08
"O2a1b","Han_NWCM",1675,9228,5305,NA,1.84772527701298e-09,1.32815022577827,5.08769006507761e-08
"C2b1","ANEA",10,389,16512,NA,1.91563253122421e-09,19.280512100288,5.15479299311243e-08
"O1b1a","AESP",1,284,15319,NA,2.58820452442855e-09,0.0406071688891824,6.80985368205201e-08
"K2b2a","ANEA",7,392,16529,NA,2.73856306015668e-09,58.8946112065196,6.95112780703118e-08
"C2a1a","Han_noNWC",47,4728,11877,NA,2.75931593691272e-09,0.420183367549749,6.95112780703118e-08
"C1b1a","ASEA",7,144,16761,NA,3.94659222453879e-09,38.7356191249057,9.73492748719569e-08
"Q1b","AESP",6,279,16644,NA,4.28109888190816e-09,89.272056443041,1.03445328085291e-07
"O1a1a","AESP",0,285,15524,NA,4.68188787824085e-09,0,1.10867104956743e-07
"O2a2","Han_noNWC",17,4758,12157,NA,5.83921525869498e-09,43.4278182110039,1.35561389535193e-07
"O2a2","Han_NWCM",0,10903,6012,NA,8.34442947628137e-09,0,1.89996240383022e-07
"N1b2a","Han_noNWC",20,4755,11991,NA,9.64512926911986e-09,0.301997434575727,2.15468548200715e-07
"O2a1b","ANEA",21,378,14155,NA,1.04313367853055e-08,0.330568032407249,2.28716717662994e-07
"C2b1","Han_NWCM",5,10898,6003,NA,1.86933661254291e-08,0.102044673863532,4.02417190772875e-07
"O2b","Han_noNWC",16,4759,12157,NA,1.96271930142308e-08,40.8647313994761,4.14974938015165e-07
"O2a1b","ASAF",0,116,14417,NA,2.7203130321544e-08,0,5.6506151404751e-07
"R2a","ASAF",4,112,16815,NA,3.10341362582266e-08,297.323194221999,6.33524436719661e-07
"N1a3","Han_noNWC",0,4775,12105,NA,3.40996865411796e-08,0,6.84305573978926e-07
"C2b1a","AESP",0,285,15644,NA,3.80165859787798e-08,0,7.50193963314588e-07
"O2a1b","AEES",3,164,14369,NA,4.26274566527732e-08,0.109663533248455,8.2739194552268e-07
"R1b1a","Han_NWCM",44,10859,5961,NA,5.0440031818003e-08,0.350074820094374,9.632418979438e-07
"Q1b1a","Han_noNWC",1,4774,12098,NA,6.90438784258684e-08,0.0422389819491598,1.29758654057505e-06
"R1b1a","AEES",10,157,16663,NA,1.72268395399783e-07,10.2990423468702,3.18696531489599e-06
"O1b1a","Han_noNWC",458,4317,11286,NA,2.59118596944445e-07,1.37309240026986,4.71994490434188e-06
"O2a2a","Han_noNWC",206,4569,11827,NA,2.74511524762375e-07,1.61093953941337,4.88734804195014e-06
"R1","ANWC",4,133,16792,NA,2.7994011629494e-07,125.227875276688,4.88734804195014e-06
"O1a","Han_NWCM",1,10902,6013,NA,2.80692286193082e-07,0.0324490093502395,4.88734804195014e-06
"J1b","ASAF",3,113,16817,NA,3.13282332075649e-07,Inf,5.29894687396526e-06
"R2b","ASAF",3,113,16817,NA,3.13282332075649e-07,Inf,5.29894687396526e-06
"F","ANEA",6,393,16526,NA,4.21915262490896e-07,31.4986720779307,7.03588268717213e-06
"Q1a1a","Han_NWCM",424,10479,5882,NA,4.76747814337989e-07,1.60804336559961,7.83985294689137e-06
"F","Han_NWCM",0,10903,6016,NA,5.22327989379006e-07,0,8.47173067705127e-06
"O2b","Han_NWCM",1,10902,6014,NA,7.46968361247139e-07,0.0344827602261786,1.19514937799542e-05
"T","Han_noNWC",11,4764,12158,NA,8.89281072933677e-07,Inf,1.40387838713796e-05
"Q2b","ASAF",3,113,16816,NA,1.24685627983397e-06,441.164227847022,1.94247083595188e-05
"C2","Han_NWCM",0,10903,6017,NA,1.46880332064032e-06,0,2.23393894793288e-05
"D1a2a","ANEA",4,395,16533,NA,1.49055048046197e-06,166.957830716884,2.23393894793288e-05
"N1","ANEA",4,395,16533,NA,1.49055048046197e-06,166.957830716884,2.23393894793288e-05
"O1b1a","AEES",0,167,15436,NA,1.75202644385289e-06,0,2.59299913690228e-05
"Q2a","ANWC",3,134,16795,NA,2.06035811600919e-06,372.74306217195,3.01168396216651e-05
"R1b2","ANWC",5,132,16774,NA,2.2541024665812e-06,28.8525856218164,3.25470404930749e-05
"R1a1a","Han_NWCM",264,10639,5806,NA,2.38631715119266e-06,0.643170089459761,3.40409579158086e-05
"R1b1a","Han_noNWC",11,4764,12056,NA,2.59206323717518e-06,0.272909132433373,3.65357484858978e-05
"C2a1b","AEES",3,164,16765,NA,3.74176888108997e-06,304.766084205394,5.21206394730649e-05
"O2a2a","ANEA",0,399,15997,NA,3.79017560782684e-06,0,5.21810223217091e-05
"N1a3","Han_NWCM",49,10854,6026,NA,3.94996133444071e-06,6.80112895709601,5.37557956319288e-05
"K2b2a","Han_NWCM",0,10903,6018,NA,4.12988052318956e-06,0,5.5565665221096e-05
"R1a","AESP",3,282,16648,NA,4.71872706026685e-06,Inf,6.27749757231006e-05
"O2a2b","Han_NWCM",3382,7521,4360,NA,6.01834298527271e-06,1.17398782535751,7.91746454951432e-05
"No","AESP",4,281,16643,NA,9.26380577759043e-06,47.3102958021589,0.000120531275172166
"T","Han_NWCM",0,10903,6019,NA,1.16108719410888e-05,0,0.000149426873676622
"C","ASEA",3,148,16779,NA,1.36330400265951e-05,112.733908849496,0.000173564724639663
"O2a2b","ASEA",22,129,11752,NA,1.50717498088397e-05,0.398470360923784,0.000188726548936733
"J2a2a","AEES",4,163,16754,NA,1.51427551934034e-05,34.2155174359757,0.000188726548936733
"N2","ANWC",3,134,16792,NA,1.7709202296269e-05,93.7155374383948,0.000218413494987317
"C2a1","AEES",3,164,16763,NA,1.84381631059865e-05,101.9475464018,0.000225059640386474
"O1b1a","ANWC",0,137,15466,NA,2.00258520242648e-05,0,0.000238993092682594
"O1b1a","ASEA",28,123,15480,NA,2.0115577170939e-05,2.70625338980298,0.000238993092682594
"C2a1a","Han_NWCM",247,10656,5949,NA,2.01852274225163e-05,1.70235020979713,0.000238993092682594
"J","Han_noNWC",3,4772,12104,NA,2.12715141370005e-05,0.140921838007929,0.000249361116219886
"J","Han_NWCM",51,10852,6024,NA,2.22603594738122e-05,4.71760313963619,0.000258394760950919
"O1a1a","AEES",0,167,15642,NA,2.44272169833482e-05,0,0.000280794416585285
"N1a2a","AEES",11,156,16539,NA,2.47100225336717e-05,5.13582309081006,0.000281314102691031
"N2","AEES",3,164,16762,NA,3.20326710762809e-05,76.461492155693,0.000361206500517301
"K2b2a","AESP",4,281,16640,NA,3.49672535751709e-05,29.5751376903667,0.000390577624839645
"Q1b2a","AESP",3,282,16646,NA,4.6016113501254e-05,88.3251920190447,0.0004984991260062
"J1a","AESP",3,282,16646,NA,4.6016113501254e-05,88.3251920190447,0.0004984991260062
"J2b2","ASAF",2,114,16817,NA,4.65279224944982e-05,Inf,0.0004984991260062
"T1a3b","ASAF",2,114,16817,NA,4.65279224944982e-05,Inf,0.0004984991260062
"O2a1a","Han_noNWC",122,4653,11966,NA,4.67342930630813e-05,1.6340324231799,0.0004984991260062
"D1a1a","ANEA",26,373,16100,NA,5.23548685743319e-05,2.58560725776741,0.00055346575350008
"Q2a1","ANWC",2,135,16796,NA,6.49856260807714e-05,Inf,0.0006761951598579
"N1b1b","Han_NWCM",30,10873,5987,NA,6.51066285673992e-05,0.384182013310343,0.0006761951598579
"C2b1a","AEES",0,167,15762,NA,8.49368672369715e-05,0,0.000874480441813689
"Q1a1a","AESP",0,285,16076,NA,9.06293838209718e-05,0,0.000919718425921871
"R2a2","AESP",3,282,16645,NA,9.08843376966714e-05,58.8707236356273,0.000919718425921871
"No","Han_NWCM",0,10903,6021,NA,9.17445104889946e-05,0,0.000920555088296353
"J2a1a","AESP",8,277,16569,NA,0.000107965102226955,6.05561894245325,0.00107420740366987
"N1b1","Han_noNWC",3,4772,12110,NA,0.000121236355354639,0.158614580053464,0.00119619870616577
"G2a2","Han_noNWC",7,4768,12158,NA,0.000141352694794566,Inf,0.00138315364162617
"R1b2","Han_noNWC",0,4775,12131,NA,0.000165707209705754,0,0.00160817488763617
"O1a1a","ANWC",0,137,15672,NA,0.000176202630092265,0,0.0016838323982997
"C2b1a","ASEA",0,151,15778,NA,0.000176347311984091,0,0.0016838323982997
"C2","ANEA",4,395,16525,NA,0.00018341730001278,18.5811038430824,0.00173732866572105
"N1b1a","ANEA",10,389,16439,NA,0.000185747824353687,4.44748870627146,0.00174543987329179
"O2a2a","AESP",0,285,16111,NA,0.000212042501954309,0,0.00197683718357403
"J1a2a","AESP",4,281,16633,NA,0.000249479627645578,15.7766030355675,0.0023076865557216
"R1","Han_NWCM",0,10903,6022,NA,0.000257850521425811,0,0.00236662804161365
"H1a1","ASAF",2,114,16815,NA,0.000276667549358853,146.288466435202,0.00251980291108371
"J2a1a","Han_noNWC",10,4765,12081,NA,0.000280742388187857,0.329254614540692,0.0025373968520185
"Q1a2a","AESP",3,282,16642,NA,0.000367631026864204,29.473824969686,0.00327274538200916
"I2a1b","AESP",3,282,16642,NA,0.000367631026864204,29.473824969686,0.00327274538200916
"C2b1a","ANWC",0,137,15792,NA,0.000388762177367024,0,0.00343503297016833
"L1a2","Han_noNWC",0,4775,12134,NA,0.000450087105911401,0,0.0039474306177711
"O1a","ASEA",3,148,16767,NA,0.000514146912554025,22.6485541187366,0.00447610253282328
"R2","AESP",3,282,16641,NA,0.000518657817896131,25.2559149307934,0.00448241501013883
"C2b1","Han_noNWC",1,4774,12127,NA,0.000554237100064601,0.0819482034442763,0.00473159444146174
"O1a1a","ASAF",0,116,15693,NA,0.000555482793381066,0,0.00473159444146174
"Q1b","Han_NWCM",1,10902,6021,NA,0.00062368811606413,0.0613720476854847,0.00527461949585664
"D1a1a","AESP",0,285,16188,NA,0.00067342906893952,0,0.00563836439063118
"C2a1a","ANEA",0,399,16206,NA,0.000676222756308807,0,0.00563836439063118
"G2a2","Han_NWCM",0,10903,6023,NA,0.000724618616246601,0,0.00595797528913872
"H1a1a","Han_NWCM",0,10903,6023,NA,0.000724618616246601,0,0.00595797528913872
"N1a1a","AEES",10,157,16479,NA,0.000743752340116204,3.65698606196495,0.00607312255653508
"E1b1b","Han_noNWC",4,4771,12112,NA,0.00075559672367731,0.22075767114491,0.00612757890982147
"Q1a1a","Han_noNWC",126,4649,11712,NA,0.000774614335545663,0.711702611860423,0.00623907056657187
"J1a2a","AEES",3,164,16750,NA,0.000812847509990161,19.1296082645991,0.00650278007992129
"L1a2","Han_NWCM",7,10896,6013,NA,0.00083743435689821,0.227258010924414,0.0066545119366945
"N","AEES",2,165,16763,NA,0.000948192653664259,67.6824159743865,0.00743483511217539
"J1a","AEES",2,165,16763,NA,0.000948192653664259,67.6824159743865,0.00743483511217539
"J2b","ASAF",2,114,16812,NA,0.000955375006960735,58.7915276184392,0.00744186847527309
"R1a1a","ANEA",2,397,16048,NA,0.00122858424136698,0.166359071301155,0.00950747543646083
"C2b1a","ASAF",0,116,15813,NA,0.00128922219699451,0,0.00991194208598379
"O2b1a","Han_NWCM",93,10810,6004,NA,0.00143339308889264,1.98659150761424,0.0109492736596703
"O1b1a","ASAF",1,115,15488,NA,0.00147123565744341,0.101343868304063,0.0111663014000834
"E1b1b","AESP",5,280,16603,NA,0.00148772197762585,6.58645453539053,0.0112195084172548
"C2b1a","Han_NWCM",693,10210,5719,NA,0.00156715028849099,1.2481044133352,0.0117437084909705
"R1b2b","Han_NWCM",1,10902,6022,NA,0.00158669860892035,0.0690538073857239,0.0118154160563628
"I2a1b","ASAF",2,114,16810,NA,0.00162315724781478,42.0338459233442,0.0120113636338293
"D1","ANEA",2,397,16533,NA,0.00163565802299702,83.19063674976,0.0120286900573197
"O2","Han_noNWC",2,4773,12125,NA,0.00199972534851734,0.153966660577622,0.0146152766212625
"C2a1","Han_NWCM",0,10903,6024,NA,0.00203612538466239,0,0.0146998320453675
"C","Han_NWCM",0,10903,6024,NA,0.00203612538466239,0,0.0146998320453675
"O2","Han_NWCM",31,10872,6026,NA,0.00217963433025945,4.29511130710832,0.0156405275577406
"Q1b2b","ANWC",2,135,16789,NA,0.00225396487899567,35.4776477319961,0.016076472389945
"Q1b","ANWC",2,135,16788,NA,0.00280254503326778,31.0518203468541,0.019869540834665
"R1b2b","AEES",2,165,16759,NA,0.0033259486513071,28.9680411863673,0.0233719388104678
"O1a","Han_noNWC",0,4775,12140,NA,0.00333602842818333,0,0.0233719388104678
"J1a2a","Han_noNWC",0,4775,12139,NA,0.00339980844315383,0,0.0236786658629067
"No1","ANEA",2,397,16531,NA,0.00528355663968961,27.7513438021021,0.0365832225812427
"N","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0386070724327749
"J1a","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0386070724327749
"No1","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0386070724327749
"N1","Han_NWCM",0,10903,6025,NA,0.00572075195212696,0,0.0386070724327749
"O2a2b","Han_noNWC",1499,3276,8605,NA,0.00573888914541249,1.10817722963109,0.0386070724327749
"R1a1a","ASAF",9,107,16338,NA,0.00638739633713802,2.86862220659591,0.0427269901874091
"O1a","ASAF",2,114,16801,NA,0.00662622509759623,18.4144522338117,0.0440755646941233
"F","ASEA",2,149,16770,NA,0.00670068900865956,18.7395380005046,0.044081661997797
"H3b2a","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.044081661997797
"J1a2b","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.044081661997797
"Q2a1a","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.044081661997797
"T1a2a","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.044081661997797
"E1b1","ASAF",1,115,16817,NA,0.00685052855371169,Inf,0.044081661997797
"R1","AESP",2,283,16642,NA,0.00739230392830523,19.5856093538468,0.0473107451411535
"N1b1a","Han_NWCM",54,10849,5979,NA,0.00754167991391793,0.583520385828352,0.04800725278537
"J2a2a","Han_NWCM",5,10898,6019,NA,0.00804261104058645,0.25107343733171,0.0509222003853174
"K2a","ASEA",1,150,16782,NA,0.0089174983759523,Inf,0.0561612663676996
"G2a2b","Han_noNWC",0,4775,12142,NA,0.00933285483512374,0,0.0584661382263836
"N1b2","ANWC",6,131,16580,NA,0.00941687072527594,3.51503523979105,0.0586819733617195
"N2","Han_NWCM",1,10902,6024,NA,0.00990516599515709,0.0920941689036967,0.0614016572684084
"J1a2a","ANWC",2,135,16779,NA,0.0101545615762601,14.6149422054569,0.062619796386937
"Q1a1a","ASEA",0,151,16210,NA,0.0106697268140248,0,0.065455733408318
"O2a2a","AEES",0,167,16229,NA,0.0115259889883925,0,0.0703441802178181
"O2a1a","AESP",0,285,16334,NA,0.0117332453862649,0,0.0710910809797219
"C2b1b","AESP",1,284,16217,NA,0.0117684559729945,0.132524066599748,0.0710910809797219
"C2","Han_noNWC",8,4767,12153,NA,0.0123086788865927,4.07863168236872,0.0739770345265266
"O2a1b","ASEA",11,140,14393,NA,0.013274658073285,0.47338666252219,0.0793496726149884
"O1a","AEES",2,165,16750,NA,0.0133366426101205,12.6814981116314,0.0793496726149884
"D1a2b","ASAF",1,115,16816,NA,0.0136545291849289,145.104818733727,0.0804326495271432
"G2a2a","ASAF",1,115,16816,NA,0.0136545291849289,145.104818733727,0.0804326495271432
"Q1a1a","AEES",12,155,16206,NA,0.0144200162869404,2.24035832736646,0.0845212835828585
"Q1a1a","ANWC",0,137,16224,NA,0.015648973366456,0,0.0912728298812013
"Q2a","Han_NWCM",0,10903,6026,NA,0.0160714586454625,0,0.0926881457563942
"Q1","ANWC",1,136,16795,NA,0.0161164352680313,123.017295421707,0.0926881457563942
"N1b1a","Han_noNWC",41,4734,12094,NA,0.0163833009241605,1.63655891779342,0.0926881457563942
"I2a1a","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"R1b2a","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"G2a1","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"Q","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"T1","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"G2","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"J2a","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"J2a2","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"L1a2a","AESP",1,284,16648,NA,0.016831039981102,Inf,0.0926881457563942
"N1a2b","Han_NWCM",10,10893,6030,NA,0.0176703165881166,Inf,0.0968595131496761
"O1b1a","ANEA",19,380,15223,NA,0.0182073953127801,0.580606602076036,0.0993435762688094
"Q1b1a","AESP",4,281,16591,NA,0.0193697862601012,4.14283033269229,0.105201040972293
"Q1","AEES",1,166,16765,NA,0.0196281075472769,100.696091225348,0.105634906072617
"N2a","AEES",1,166,16765,NA,0.0196281075472769,100.696091225348,0.105634906072617
"N1a2","Han_noNWC",1,4774,12140,NA,0.0219165633975416,0.141281818540131,0.117417244627553
"O1b2a","Han_NWCM",83,10820,6002,NA,0.0220592694001164,1.64428418226249,0.117649436800621
"C1a1","Han_noNWC",3,4772,12158,NA,0.0224141589323519,Inf,0.119006117380739
"O2a1","ANEA",1,398,16534,NA,0.0235634559735428,Inf,0.124549695860155
"O2a2a","ANWC",0,137,16259,NA,0.0238609096840146,0,0.125378770134687
"R1a1a","ASEA",0,151,16294,NA,0.0240528240308745,0,0.125378770134687
"Q1b1","ANWC",1,136,16794,NA,0.0240776926283928,61.5958817896375,0.125378770134687
"R2a","Han_NWCM",1,10902,6025,NA,0.0241438847894498,0.110517153362971,0.125378770134687
"R1b1","Han_noNWC",4,4771,12157,NA,0.0244669699283011,10.1907088332857,0.126501713515758
"N1b2a","ANEA",0,399,16347,NA,0.0246755085591772,0,0.127025226669851
"K2b2a","Han_noNWC",0,4775,12146,NA,0.025022326254529,0,0.128252962274296
"O2b1b","Han_noNWC",11,4764,12148,NA,0.025307656804492,2.80475688616899,0.129156317484993
"J2b2a","Han_noNWC",0,4775,12145,NA,0.0257635901147546,0,0.130918844188281
"O1a2","ASEA",1,150,16780,NA,0.0265161909344662,55.7661221420119,0.133596468367694
"D1","ASEA",1,150,16780,NA,0.0265161909344662,55.7661221420119,0.133596468367694
"L1","ASAF",1,115,16814,NA,0.0271241977181919,48.5871245437415,0.136080720755675
"N1a2","Han_NWCM",17,10886,6028,NA,0.0280882776321427,4.70596861253382,0.140322872221337
"R1b2","AEES",2,165,16741,NA,0.0288792756882011,8.11371921832704,0.143668329474076
"Q1b1","AEES",1,166,16764,NA,0.0292980683316136,50.3343763416712,0.145141894998454
"J2","Han_NWCM",9,10894,6030,NA,0.031412478952364,Inf,0.154968229498329
"L1a1b","ANWC",1,136,16793,NA,0.0319749965923567,41.0675063871779,0.157088779939213
"R2a2b","Han_NWCM",13,10890,6014,NA,0.0328105061914305,0.448719343784352,0.160006686885058
"H","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.160006686885058
"R","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.160006686885058
"N2a","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.160006686885058
"D1a2b","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.160006686885058
"G2a2a","AESP",1,284,16647,NA,0.0333797733620012,58.4533796817492,0.160006686885058
"J2a1a","ANWC",3,134,16712,NA,0.0335642797283083,4.45349776501074,0.160242367735149
"Q1a1a","ASAF",0,116,16245,NA,0.0351142891189117,0,0.166969149866632
"N1a3","ANEA",4,395,16485,NA,0.0359702741398621,3.40639552701844,0.170355218326387
"J2b2a","ANEA",2,397,16523,NA,0.0363901655421425,7.56607470987527,0.17165719522668
"N1a2a","AESP",0,285,16410,NA,0.0368173118342764,0,0.172760672256798
"R2a2b","Han_noNWC",3,4772,12132,NA,0.0369159206764949,0.293340481675047,0.172760672256798
"N","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.184115964342383
"Q1b2a","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.184115964342383
"N1","ANWC",1,136,16792,NA,0.0398088571551099,30.831529468335,0.184115964342383
"R2a2","ASAF",1,115,16812,NA,0.0404114868491644,29.2073905658635,0.18617587715724
"Q1b1b","Han_NWCM",3,10900,6023,NA,0.0409096267494439,0.236840161939628,0.187740302602099
"N1a2a","Han_noNWC",53,4722,11973,NA,0.0421155778043823,0.726445850652766,0.192528355677176
"No1","ASEA",1,150,16778,NA,0.0438044157791317,27.9117140614066,0.199447212124627
"Q1b1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.199447212124627
"O1a2","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.199447212124627
"D1a1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.199447212124627
"C1a1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.199447212124627
"R1a","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.199447212124627
"D1","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.199447212124627
"J1b","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.199447212124627
"R2b","Han_NWCM",0,10903,6027,NA,0.045145145987669,0,0.199447212124627
"C2a1","ANWC",1,136,16791,NA,0.0475797802747784,24.6553044725768,0.209421783811664
"N1a2a","Han_NWCM",168,10735,5960,NA,0.0478861242772692,1.33244221728341,0.209989522756618
"No1","AEES",1,166,16762,NA,0.0483544698108041,25.2116621636389,0.211260857033181
"N1b2","ASEA",5,146,16565,NA,0.0488670910803845,2.6139551636188,0.212379896183926
"O1b1a","Han_NWCM",823,10080,5523,NA,0.0489693510626789,0.889428691949672,0.212379896183926
"C2b1b","ANWC",0,137,16364,NA,0.0528947246763143,0,0.228566985462614
"R1","ASAF",1,115,16810,NA,0.0535188448114751,20.8670791838804,0.230422953661042
"O2a2a","ASAF",0,116,16280,NA,0.0548284948639075,0,0.235206296807487
"N1b2","AESP",0,285,16426,NA,0.0571509669701054,0,0.242169231088487
"R2a2a","Han_NWCM",8,10895,6030,NA,0.0571635330834955,Inf,0.242169231088487
"R1b1","Han_NWCM",1,10902,6026,NA,0.0574742854188049,0.138201675818746,0.242169231088487
"D1a2a","Han_NWCM",1,10902,6026,NA,0.0574742854188049,0.138201675818746,0.242169231088487
"Q1b2a","Han_NWCM",1,10902,6026,NA,0.0574742854188049,0.138201675818746,0.242169231088487
"C","AEES",1,166,16761,NA,0.0577427497931763,20.1728783087141,0.242437644521705
"J","ASAF",2,114,16762,NA,0.0581870692481961,5.34612947830543,0.243439893957117
"Q1a2a","ASAF",1,115,16809,NA,0.0600058057569326,18.2482167746372,0.250165049352846
"D1a1b","ASEA",4,147,16616,NA,0.0658586354125507,2.72332397884003,0.273602190626175
"C2a","AEES",1,166,16760,NA,0.0670389606270239,16.814101089165,0.27753192091747
"D1a1","ANEA",1,398,16532,NA,0.0690417225131811,20.7525979474097,0.280527841249565
"J2","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.280527841249565
"Q1a2a","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.280527841249565
"I2a1b","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.280527841249565
"R1b2b","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.280527841249565
"No","Han_noNWC",0,4775,12149,NA,0.0691842311189806,0,0.280527841249565
"Q1a2a","ANWC",1,136,16788,NA,0.0705199246650341,15.4199623602421,0.283998608174831
