ID	Haplogroup
111-1911-2607	HV14a
111-1911-2836	N9a10b
111-1911-2904	D4
111-1911-2928	A+152+16362
111-1911-2980	A15
111-1911-3208	M10a1a1b1
111-1911-4953	D4g2a1
111-1911-5172	F1a1c
111-1911-5202	A+152+16362+200
111-1911-5677	F4a1a
111-1911-5998	D4j+16311
111-1911-6162	F3a1
111-1911-6674	D4j
111-1911-7015	A+152+16362
111-1911-7176	B4b1a2a
111-1911-8319	M7c1a3
111-1911-8821	B4c1b2a
111-1911-8852	M10a1a
111-1911-8982	D5a2a+16092
111-1911-9187	R2d
111-1912-0077	D4h1c
111-1912-0749	D4g2a1
111-1912-0930	Y1
111-1912-1142	F1a
111-1912-1166	D5a2a
111-1912-1180	A5
111-1912-1265	G2a2
111-1912-1272	D4
111-1912-1432	G1c2
111-1912-1708	D5a2a1b
111-1912-1821	N9a2
111-1912-1920	M7c1a3
111-1912-2620	D4b1b1
111-1912-2781	B5b1a
111-1912-2859	D4c1b1
111-1912-2996	D4a
111-1912-3603	M9a1b1
111-1912-3634	F2
111-1912-3702	C7a
111-1912-5317	T1a1
111-1912-6109	D4b1a
111-1912-6208	H3
111-1912-6482	R9b1a3
111-1912-6680	M7b1a1f
111-1912-7311	B5b3a
111-1912-7519	N9a9
111-1912-8455	B5a1c1a1
111-1912-8769	R+16189
111-1912-9087	B4b1a
111-1912-9162	D5a2a1
111-1912-9315	A18
111-1912-9414	M10a1a1b1
111-1912-9742	M7c1
111-1913-0526	M8a2b
111-1913-0731	D5a2a1
111-1913-0816	D4a7
111-1913-0946	G2a1g
111-1913-1141	B4a1c3b
111-1913-1387	M11b1a1
111-1913-1516	M8a2+152
111-1913-1622	N9a1
111-1913-1684	A14
111-1913-1776	M
111-1913-2438	D4m2a
111-1913-2650	M8a3a
111-1913-2674	D5a3
111-1913-2896	B5a1a
111-1913-3558	R9b1
111-1913-3961	D4a3b
111-1913-3992	B4a4
111-1913-4104	M10a1a1b
111-1913-4319	N9a1
111-1913-5583	M11b
111-1913-6016	Y1
111-1913-6023	B5b2b
111-1913-6030	G1
111-1913-6399	M12a1b
111-1913-6849	M7b1a1b
111-1913-7075	B5b4
111-1913-8577	M11a2
111-1913-8768	R9c1a
111-1913-8836	G1a1a4
111-1913-8843	G1a2
111-1913-8966	A+152+16362
111-1913-9710	W3a1
111-1913-9857	G3a1a
111-1913-9994	R+16189
111-1914-0341	U4b1a1a1
111-1914-0860	F2a1
111-1914-1003	M7c1a3
111-1914-1546	D5c1a
111-1914-1898	G2a5
111-1914-2208	B5b2
111-1914-2482	D4e1a
111-1914-2796	M9a1a1c1a
111-1914-2840	Z3
111-1914-2956	Y1b1
111-1914-3014	B4a1c1a
111-1914-3878	D5b1b
111-1914-3946	F1a1
111-1914-4615	M9a1b1
111-1914-5223	Y1
111-1914-5339	B4c1c
111-1914-6503	D4b2b6
111-1914-7333	T1a1
111-1914-7784	D4
111-1914-7852	D4a
111-1914-7906	M9a1b+150
111-1914-8019	F1g
111-1914-8026	B4a4
111-1914-8408	B4b1b
111-1914-8675	M8a2b
111-1914-8996	N9a3
111-1914-9177	B4c1b2
111-1914-9283	R
111-1914-9290	C7a1c
111-1915-0241	U2e1'2'3
111-1915-0531	A5a1a1
111-1915-0951	M7b1a1h
111-1915-1361	M9a1a1
111-1915-1989	M8a3a
111-1915-2368	D4
111-1915-2726	I1b
111-1915-2818	C7a1c
111-1915-2863	A6b
111-1915-2870	A5c
111-1915-2900	M7c1c2
111-1915-2962	F2c1
111-1915-3167	M7c1a
111-1915-3204	B5a2
111-1915-3570	D4f
111-1915-4263	M7b1a1e1
111-1915-4317	B4a1c4
111-1915-4539	D4c2b
111-1915-5086	B5b2c
111-1915-5192	C7a
111-1915-5420	D4e3
111-1915-6113	N9a4b
111-1915-6366	D4g2b
111-1915-6687	D5b1b
111-1915-7073	D4b2b2b
111-1915-7363	D4k
111-1915-8315	D4e1
111-1915-8513	F1a
111-1915-8865	M7b1a1
111-1915-8889	R9b1a2a
111-1915-9091	F2a1
111-1915-9251	D4a5
111-1915-9909	U7a4
111-1916-1353	M7b1a1a3
111-1916-1377	R+16189
111-1916-2589	Z3
111-1916-3036	B5a1a
111-1916-3548	R30
111-1916-4446	D5b4
111-1916-4873	F1a1a1
111-1916-5412	B5a1c
111-1916-5443	D5a2a1
111-1916-6006	F1c1a1
111-1916-6082	D5a3
111-1916-6297	F1a1d
111-1916-6532	M11b1
111-1916-6839	B4a4
111-1916-7188	G2a1
111-1916-7386	B4b1a3
111-1916-7553	M7b1a1a3
111-1916-7683	N9a
111-1916-7768	M8a2b
111-1916-7881	D4a1
111-1916-8147	G2b2
111-1916-8222	F1b1c
111-1916-8741	D4h1d
111-1916-9335	D4b2b1
111-1916-9373	M7b1a1a1
111-1916-9779	F1d
111-1917-0904	R11b
111-1917-1086	B4b1a2a
111-1917-1574	G2a1
111-1917-1833	M7b1a1a1
111-1917-2052	M7b1a1f
111-1917-2137	N1a1a1a1
111-1917-2175	B4b1c2
111-1917-2182	D4g2a1
111-1917-2243	G2b1a
111-1917-3363	B4a1c1a
111-1917-3530	F1a3
111-1917-3707	B4a1c4
111-1917-3714	Z4a1a
111-1917-4018	D4e2
111-1917-4391	F1a1c
111-1917-4612	A17
111-1917-4759	A+152+16362
111-1917-5282	B4c1b2c2
111-1917-5749	G1a1a
111-1917-6005	B5a1a
111-1917-6029	N9a9
111-1917-6449	D4a
111-1917-6616	D5a2a1+@16172
111-1917-6814	H1b1a
111-1917-6883	F3b+152
111-1917-6951	R+16189
111-1917-7347	F1e3
111-1917-8986	D5a2a1
111-1917-9112	F2d
111-1917-9440	B4b1a2
111-1918-0842	B4c1b2c2
111-1918-1122	D4a
111-1918-1238	M8a3a1
111-1918-1641	H5a1+152
111-1918-1863	M8a2b
111-1918-2143	A15
111-1918-2440	D4a3a1
111-1918-2655	D4b2b4
111-1918-3249	M7b1a1f
111-1918-3492	D5a2a1
111-1918-3508	A+152+16362
111-1918-3775	B5a1d
111-1918-3904	D4a
111-1918-4369	D4b2
111-1918-4536	M7b1a1a3
111-1918-4581	F1b1c
111-1918-5625	J1b1a1
111-1918-5823	M7b1a1
111-1918-6035	D4j15
111-1918-6622	D4i
111-1918-7360	M7c1c2
111-1918-7971	D5a2a2
111-1918-8008	J1b1a1
111-1918-8206	F1b1c
111-1918-8404	B4b1a2a
111-1918-8534	N9a1
111-1918-8824	H13a1d
111-1918-8923	N9a1
111-1918-9012	D4b2b
111-1918-9647	B4a5
111-1918-9913	D4
111-1919-0292	G1c
111-1919-0339	Y1
111-1919-0858	Z3c
111-1919-0926	M9a1a
111-1919-1299	G2a1
111-1919-1855	B5b1a
111-1919-2432	A13
111-1919-3088	F1a3b
111-1919-3149	D4
111-1919-3309	M7b1a1b
111-1919-3323	Y1b1
111-1919-3354	F1a1d
111-1919-3750	B5a1c1a
111-1919-4696	Z3d
111-1919-5334	D4a5
111-1919-5365	D4k
111-1919-5815	G2b2
111-1919-6164	R9b2
111-1919-6171	N9a9
111-1919-6690	F1a1d
111-1919-7505	M8a2+152
111-1919-8830	B4b1c2
111-1919-8991	G1a1
111-1919-9202	M7b1a1a3
111-1919-9431	F2b1
111-1919-9554	N9a2'4'5'11
111-1919-9646	A+152+16362
111-1919-9981	D4
111-1920-0281	G2a1
111-1920-0571	D5b1c1a
111-1920-0670	G1a1a
111-1920-1127	B5a1c
111-1920-1219	B5b2+@204
111-1920-2292	Y2
111-1920-2315	M12a1a
111-1920-2636	C7a
111-1920-2667	M8a2b
111-1920-2803	D4a
111-1920-2858	Z+152
111-1920-3244	A17
111-1920-3756	M9a1b1
111-1920-4173	M7b1a1a3
111-1920-4401	N1a1a1a1
111-1920-4418	D4g2a1
111-1920-4593	G2b2
111-1920-4616	Z3a
111-1920-4722	M12a1a
111-1920-5446	Y1a
111-1920-5460	R
111-1920-5477	D4j15
111-1920-5668	R11'B6
111-1920-5781	M11a2
111-1920-6535	R9b1a3
111-1920-6580	D4b2b
111-1920-6795	D4j3
111-1920-6931	F1b1+@152
111-1920-7266	A+152+16362
111-1920-7334	M7c1a
111-1920-7501	M7b1a1a3
111-1920-7679	F1g
111-1920-8140	B4c1b2c1
111-1920-8256	A17
111-1920-9833	F1a1c3
111-1921-0273	N9a2
111-1921-0396	M9a1b1c
111-1921-0556	R+16189
111-1921-1126	M7c1
111-1921-1980	D4a3b
111-1921-2260	F1b1c
111-1921-2284	G2b2
111-1921-2499	D5a2a
111-1921-2833	F1d
111-1921-3656	D4a3b
111-1921-4257	C4a2
111-1921-4370	D4e1a1
111-1921-4509	F2c
111-1921-4677	M7b1a1b
111-1921-5643	Z4
111-1921-5735	A17
111-1921-6084	B4b1c2
111-1921-6183	G3a2
111-1921-6329	N9a2a
111-1921-6367	Z3a
111-1921-6466	B5a1a
111-1921-6985	F1a3b
111-1921-7012	M9a1a
111-1921-7203	C1a
111-1921-7289	B4b1a3a
111-1921-7630	D4+195
111-1921-8057	G2a1
111-1921-8248	D4k
111-1921-8385	F1a1a
111-1921-8620	A+152+16362+200
111-1921-9993	F1a1a
111-1922-0012	M7b1a1a3
111-1922-0159	M7c1a1a1
111-1922-0326	A+152+16362
111-1922-0371	C7a
111-1922-0425	D4g2a1
111-1922-1064	G2a+152
111-1922-1507	M7c1c2
111-1922-1705	F2g
111-1922-1897	N9a4b
111-1922-2085	F1a1'4
111-1922-2672	M8a2c
111-1922-2696	C7a1
111-1922-3471	G3a2
111-1922-3600	D4a7
111-1922-3709	F1d
111-1922-4133	M9a1a1c1b1a
111-1922-4300	F1d
111-1922-4331	M7b1a1+(16192)
111-1922-4355	D4j
111-1922-4584	B4c1b2a
111-1922-5123	J2b1a2a
111-1922-5208	T2c1d1
111-1922-5963	R+16189
111-1922-6564	D5b4
111-1922-6717	A15a
111-1922-6724	R11'B6
111-1922-6748	M9a1a1c1
111-1922-6922	M7b1a1a1
111-1922-7219	D5a2a+16092
111-1922-7301	M10a1
111-1922-7493	F2+16291
111-1922-7967	F1f
111-1922-8117	Z3
111-1922-8292	A8a1
111-1922-8506	M7b1a1h
111-1922-8520	B4a5
111-1922-8759	N9a2a
111-1922-8971	B4b1a2a
111-1922-9329	N9a
111-1922-9428	G1a2
111-1922-9480	D5a2a1+@16172
111-1923-0035	B5a1c1a1
111-1923-0219	B4c1b2b
111-1923-0325	F2i
111-1923-0554	C7a1
111-1923-0660	D4b2b2b
111-1923-1018	D4a7
111-1923-1100	B4d1
111-1923-2084	R11b
111-1923-2169	B4a1b1
111-1923-2503	D4a7
111-1923-2602	M9a1a2
111-1923-2725	M71
111-1923-2794	F1a1c
111-1923-3074	N9a1a
111-1923-3579	R9b1a3
111-1923-3630	F1g1
111-1923-4286	D4b2b
111-1923-4729	M7b1a1b
111-1923-5047	G3a2+152
111-1923-5085	F1g1
111-1923-5504	D4s
111-1923-5658	B4c1b2c
111-1923-5740	M7c1a
111-1923-6907	C7b
111-1923-6945	M7b1a1a3
111-1923-6983	R+16189
111-1923-7027	F1a1a
111-1923-7171	B5b1
111-1923-7447	Z4a
111-1923-7959	B4b1c1
111-1923-8086	D4k
111-1923-8468	M7c1
111-1923-8628	M7b1a1b
111-1923-8666	B4b1b
111-1923-9236	R11'B6
111-1923-9304	F3a1
111-1923-9526	C4a1a+195
111-1923-9823	B4g2
111-1924-0676	B4c2c
111-1924-0744	N11a2
111-1924-0874	G2a1c
111-1924-0898	D4k
111-1924-1147	F2g
111-1924-1475	D5b1b
111-1924-1581	D4j3
111-1924-1680	D4b2b
111-1924-2274	M8a2b
111-1924-2779	B4c1c1
111-1924-3059	F1a1
111-1924-3134	F1b1+@152
111-1924-3646	U4b1a4
111-1924-4124	N9a1a
111-1924-4964	D4+195
111-1924-5022	B4c1b2c
111-1924-5466	M7b1a1d
111-1924-5770	D5b1c
111-1924-7415	B4d1
111-1924-8009	C7a1
111-1924-8078	N9a1
111-1924-8658	D4j
111-1924-8719	M7b1a1+(16192)
111-1924-8962	F1a1a
111-1924-9075	M10a1
111-1924-9112	A+152+16362
111-1924-9310	M11b1a1
111-1925-0170	A25
111-1925-0682	D4f1
111-1925-0835	B5a1c1a1
111-1925-1252	D4g2a1
111-1925-1283	B5a1c
111-1925-1368	I1a1a
111-1925-1429	M8a2a1
111-1925-2037	B4b1a2a
111-1925-2266	F1e3
111-1925-2310	A+152+16362+200
111-1925-2815	M8a3
111-1925-2907	N9a2a
111-1925-3638	G2a1f
111-1925-4154	R+16189
111-1925-4468	M10a1
111-1925-5892	Z3a
111-1925-5915	D5a2a
111-1925-6592	A+152+16362+200
111-1925-6646	B4g1a
111-1925-6769	D4b2b
111-1925-6974	D5a2a1+@16172
111-1925-7032	C7
111-1925-7049	A15a
111-1925-7070	C4d
111-1925-7759	M10a1b
111-1925-8008	M10a1b
111-1925-8565	M7b1a1
111-1925-8695	B5b1
111-1925-9463	D5b4
111-1925-9890	M9a1b1
111-1926-0810	D4b2b
111-1926-0988	G1
111-1926-0995	M7c1c3
111-1926-1008	A18
111-1926-1077	F1b1c
111-1926-1268	D5a2a1
111-1926-3514	R11'B6
111-1926-3842	M9a1a1a
111-1926-4092	G1c
111-1926-4511	B4d2
111-1926-4696	B5b1
111-1926-5051	C5a1
111-1926-5259	Y1
111-1926-5280	F2d
111-1926-5426	F2d
111-1926-5556	C4b
111-1926-5952	I1c1a
111-1926-6867	C7a1
111-1926-6874	G2a+152
111-1926-7048	B4a2
111-1926-7499	A15
111-1926-8243	C4a1a2
111-1926-8281	B4a2
111-1926-8533	D4
111-1926-8779	B4b1a2a
111-1926-9189	A5a
111-1926-9196	D4
111-1926-9387	M7b1a1a1
111-1926-9738	D5c1a
111-1927-0352	F1d
111-1927-0680	N9a
111-1927-1250	D4j+16311
111-1927-1311	A14
111-1927-1649	D5a2a
111-1927-1809	F2c
111-1927-2264	M7b1a1b
111-1927-2271	F1a1
111-1927-2424	A17
111-1927-2448	F1a1
111-1927-2462	M9a1a2
111-1927-2820	G1a2
111-1927-2967	D4a
111-1927-3230	G2a1+16189
111-1927-3308	M7c1a5
111-1927-3407	M7b1a1+(16192)
111-1927-3476	A15
111-1927-3568	A15c1
111-1927-3643	M7c1
111-1927-3995	N9a1
111-1927-4312	M7b1a1
111-1927-4435	A+152+16362+200
111-1927-4466	D4
111-1927-4602	R9b1a3
111-1927-4800	M10a1
111-1927-5234	B4b1a2
111-1927-5609	C7
111-1927-5753	A11a
111-1927-5807	D5a2a
111-1927-6163	F1a1a
111-1927-6637	M8a2
111-1927-6941	N9a3
111-1927-7450	M7b1a1+(16192)
111-1927-7672	I1a1a
111-1927-8242	M7b1a1a3
111-1927-8617	D4n2
111-1927-9058	M7b1a1+(16192)
111-1927-9386	D5b3
111-1927-9799	B5a1
111-1927-9911	Z3d
111-1928-0528	A13
111-1928-0962	B4c1b2
111-1928-1020	G2a1
111-1928-1211	F1a2a
111-1928-1495	F1a1a
111-1928-1846	G2a1
111-1928-1969	D4b1d
111-1928-2058	M9a1b1
111-1928-2867	M7b1a1
111-1928-3000	M8a2a1
111-1928-3406	R9c1b1
111-1928-3901	M7c1a
111-1928-6575	F2d
111-1928-7121	D4g2a1
111-1928-7640	B4d3a1
111-1928-8173	F3a+207
111-1928-8265	G2a1d2
111-1928-8319	M11b2
111-1928-8470	G2a1
111-1928-8647	B4c1a
111-1928-8685	D4b1a
111-1928-8777	F2c1
111-1928-8845	M10a1
111-1929-0503	F1a1c
111-1929-0695	D5c2
111-1929-0763	F2a
111-1929-0954	M8a3
111-1929-1975	F1a1c
111-1929-2149	B4c1b2c2
111-1929-2224	F1a3b
111-1929-2491	C7a
111-1929-2842	M7b1a1a3
111-1929-3177	B5b1
111-1929-3405	M7b1a1+(16192)
111-1929-3764	D4j
111-1929-4990	B4a4
111-1929-5010	C4a2a1
111-1929-5157	R
111-1929-5416	A7
111-1929-5911	D4b2b2a
111-1929-6154	N9a
111-1929-6888	M7b1a1b
111-1929-6949	A17
111-1929-7052	D4g2a1
111-1929-7526	A5b1b
111-1929-7618	F1a1c
111-1929-7823	B4b1a3a
111-1929-8530	N9a10
111-1929-8813	M7b1a1+(16192)
111-1929-8837	M9a1b1
111-1929-9131	N9a1
111-1929-9155	B4a1c2
111-1929-9506	D4a7
111-1929-9599	F1e3
111-1929-9797	M11a2
111-1930-0134	D5b1b
111-1930-0622	B5b2
111-1930-0677	B4d1
111-1930-1698	D5a3
111-1930-2206	A6
111-1930-2497	A13
111-1930-3319	A13
111-1930-4255	A+152+16362
111-1930-4286	B4d1a
111-1930-4552	M7b1a1b
111-1930-4644	F1a1'4
111-1930-4705	A5
111-1930-4828	M8a2b
111-1930-5085	D4i1
111-1930-5733	D4b2b2a
111-1930-6914	N9a3
111-1930-7126	M7b1a1
111-1930-7539	D4a7
111-1930-7591	D4g2
111-1930-8000	D4h4
111-1930-8239	M9a1a1c1a
111-1930-8307	C7
111-1930-8413	D4b2b
111-1930-8475	G1c
111-1930-8895	D4a1
111-1930-8925	G2a1
111-1930-9236	Y1b
111-1930-9335	N9a9
111-1931-0843	B4f1
111-1931-0874	F3b
111-1931-1284	F1a1a
111-1931-1321	D2
111-1931-1871	C7a1c
111-1931-2298	F2b1
111-1931-2700	A+152+16362
111-1931-3486	B5b
111-1931-3585	B5b2a
111-1931-4025	B5b2b
111-1931-4865	U5a2a1
111-1931-4872	B5a1a
111-1931-5336	F1a3
111-1931-5718	J1d
111-1931-5725	D5b1d
111-1931-5787	D4j1b
111-1931-6012	B5a1
111-1931-6036	F3b
111-1931-6074	B5b1
111-1931-6555	M11a
111-1931-6661	D4e1a2
111-1931-7460	D4b2b
111-1931-8467	M7b1a1a1
111-1931-8771	D4b2b
111-1932-0026	D5a
111-1932-0170	D4a5
111-1932-0507	F1a
111-1932-1351	D4a3a1
111-1932-1382	G1a1a
111-1932-1740	A11+16234
111-1932-1962	D5a3a1
111-1932-2143	N9a3
111-1932-2532	M10a1a
111-1932-2655	Z3
111-1932-3386	Z4a1a
111-1932-3461	G2a1
111-1932-3515	F1b1e
111-1932-4147	F1a3b
111-1932-4628	F1a3b
111-1932-4727	M8a3a1
111-1932-4895	B5b1
111-1932-5052	M8a1
111-1932-5144	C5a1
111-1932-5465	M8a3
111-1932-6226	Z3c
111-1932-6332	B5b
111-1932-6578	G2a1
111-1932-7063	C5d2
111-1932-7094	D5b1b2
111-1932-7568	G2a+152
111-1932-7728	C7a
111-1932-8039	M7b1b
111-1932-8695	B4c1b2c
111-1932-9289	R30
111-1932-9890	D4
111-1933-0636	A14
111-1933-1008	G3a2
111-1933-1213	M7c1a2a
111-1933-2340	D4o1
111-1933-2609	F1a3b
111-1933-3842	A+152+16362+200
111-1933-3934	G2a+152
111-1933-4658	R
111-1933-5273	Z3c
111-1933-5327	B4c1c
111-1933-5860	F1a1c
111-1933-5907	D4h1a2
111-1933-6171	M7c1a1a1
111-1933-6911	G2a1
111-1933-7185	C7a1c
111-1933-7673	Z4a1
111-1933-7789	G1a1
111-1933-8243	B5b2c
111-1933-8458	A15a
111-1933-9950	M7c1
111-1934-1267	D5a2a1
111-1934-1472	G2b1a
111-1934-1694	M7c1c2
111-1934-1793	M10a1a1a
111-1934-2639	A+152+16362
111-1934-3100	H27a
111-1934-3810	D5a
111-1934-5470	D4b2b7
111-1934-5913	A6
111-1934-6248	A25
111-1934-7368	A
111-1934-7382	G1c
111-1934-7634	D5b1b
111-1934-8075	A15
111-1934-8273	F2b1
111-1934-8488	N9a9
111-1934-9102	B5b2c
111-1934-9478	N9a1
111-1934-9515	A13
111-1935-0009	B4c2c
111-1935-0757	B4a1c4
111-1935-1204	A5
111-1935-2249	Z4a
111-1935-2294	M7b1a1
111-1935-3918	D4
111-1935-4298	D5a2a1b
111-1935-5387	D4s
111-1935-5998	D4a
111-1935-6254	B4c1b2a
111-1935-6476	M7a1a
111-1935-6896	D5b1a1
111-1935-6995	M7b1a1a1
111-1935-7138	M10a1b
111-1935-7220	F3b
111-1935-7275	F1a1c
111-1935-7435	N9a1
111-1935-7619	M10a1
111-1935-7657	D5b1b2
111-1935-7725	N9a10+16311
111-1935-7763	F1d1
111-1935-7909	F1b1a1a2
111-1935-8920	B4a5
111-1935-9644	M7b1a1e1
111-1935-9934	M7c1c2
111-1936-0169	F2c
111-1936-0251	Z3c
111-1936-0282	D5a2a1
111-1936-1180	A15a
111-1936-1456	R+16189
111-1936-1968	M8a2a1
111-1936-2187	A+152+16362+16189
111-1936-2798	Z+152
111-1936-3146	B5b
111-1936-3351	B4d1
111-1936-3856	D4b1a
111-1936-4037	C4a2
111-1936-4402	M7b1a1c
111-1936-4587	F2a1
111-1936-4785	F2
111-1936-5102	D4g2a1
111-1936-5935	F1a1
111-1936-6161	F1f
111-1936-6833	M7b1a1e1
111-1936-7298	R9c1b1
111-1936-7366	D4g1
111-1936-7397	C7a
111-1936-7427	A16
111-1936-7755	M10a1a1b
111-1936-7953	R
111-1936-8295	F1a1c
111-1936-8417	D5c2
111-1936-9209	M9a1a1c1a
111-1936-9445	G3a2a
111-1936-9773	G2a4
111-1937-0076	F1a1
111-1937-0229	D4e3
111-1937-0755	B4a1c3b
111-1937-1226	D4h1b
111-1937-2049	D4s
111-1937-2070	D4b2b2
111-1937-2254	D5b3
111-1937-2353	B5a1c1a
111-1937-2407	A15a
111-1937-2513	M7c1
111-1937-2780	A5
111-1937-3435	A+152+16362
111-1937-3695	C7a
111-1937-3770	F1a1
111-1937-3824	M7b1a1a3
111-1937-4258	B4a4
111-1937-4722	D4a1b
111-1937-5286	N9a2a
111-1937-6054	C7a1
111-1937-7099	H4d
111-1937-7914	B4b1b
111-1937-8195	R9b1b
111-1937-8591	D4g2a1
111-1937-8959	M8a3a
111-1937-9925	M7c1a3
111-1937-9970	C
111-1938-0563	B5a1
111-1938-1003	M9a1a1c1a
111-1938-1782	N9a1
111-1938-1867	N21+195
111-1938-2260	A15a
111-1938-2796	D4s
111-1938-3267	Z4a1
111-1938-3434	F3a1
111-1938-4462	F2b1
111-1938-4585	D5b1d
111-1938-4950	C7a1c
111-1938-6237	F4a1a
111-1938-7838	D4g1b
111-1938-8118	B5b1a
111-1938-8521	B4a1c1
111-1938-8569	G2a1
111-1938-9283	M9a1a1c1a
111-1938-9474	D5a2a
111-1938-9900	M7b1a1a1
111-1939-0388	G2a1
111-1939-0760	D4a5
111-1939-0982	B5a1c1a
111-1939-1125	G2a1d2
111-1939-1729	D4j14
111-1939-1958	Z3
111-1939-2191	D4j1a1
111-1939-2504	D5b1c1a
111-1939-3310	F1c1a1
111-1939-3419	B4a5
111-1939-3709	M9b
111-1939-3747	N9a8
111-1939-4447	M8a2+152
111-1939-4690	D4j+16311
111-1939-4881	D4q
111-1939-5147	D5a2
111-1939-5499	B4g2
111-1939-5543	A+152+16362
111-1939-5703	F1e2
111-1939-5741	M7b1a1
111-1939-5833	J2b1d
111-1939-6816	G1
111-1939-8223	A5b1b
111-1939-9343	B4d1
111-1939-9527	D4
111-1939-9671	B4c1b2c2
111-1940-0056	R
111-1940-0599	R9c
111-1940-0735	U7a3b
111-1940-1374	B4b1a1
111-1940-1459	N10a
111-1940-1961	M9a1b1c
111-1940-2142	F1g
111-1940-2784	D4b1b
111-1940-2999	D4a6
111-1940-3651	M9a1b1
111-1940-4863	Z4a1
111-1940-5020	U4b1a4
111-1940-5105	N9a2a
111-1940-6775	D4j+(16286)
111-1940-7628	D4j3
111-1940-7772	D4q
111-1940-7918	B5a1
111-1940-9349	B5b3b
111-1940-9714	B4b1a2a
111-1940-9806	C7a1
111-1941-0093	R9b2
111-1941-0109	B5a1c1a1
111-1941-0611	G2b2
111-1941-3070	F2a1
111-1941-3681	M10a1
111-1941-4107	A+152+16362
111-1941-4299	M71a1a
111-1941-4916	M8a3a
111-1941-4992	F1a
111-1941-6194	A21
111-1941-7085	F1a1
111-1941-7887	D5a2a1b
111-1941-8723	D4j+16311
111-1941-9782	M9a
111-1942-1211	M12a1b
111-1942-1396	A5
111-1942-1501	Y2
111-1942-1563	B4c2
111-1942-5820	B5a1
111-1942-8135	B4b1a3
111-1942-8838	A
111-1943-0251	D5a2a1+@16172
111-1943-0411	D4e1a3
111-1943-0947	M9a1a1d
111-1943-2590	A+152
111-1943-2798	M7b1a1+(16192)
111-1943-3788	C7a
111-1943-5560	D4j1b
111-1943-5959	M11a2
111-1943-7861	R11
111-1944-2636	B4c1b2c1
111-1944-3671	H1e1a
111-1944-7266	B4j
111-1944-7358	G3a2
111-1944-7570	B5a1c1a
